run_id,classifier,type,timestep,variance,recourse,cost
0,dnn,robust_time,0,0.0,1.0,2.2906950449943544
0,dnn,robust_time,1,0.0,1.0,2.2906950449943544
0,dnn,robust_time,2,0.0,1.0,2.2906950449943544
0,dnn,robust_time,3,0.0,1.0,2.2906950449943544
0,dnn,robust_time,4,0.0,1.0,2.2906950449943544
0,dnn,robust_time,5,0.0,1.0,2.2906950449943544
0,dnn,robust_time,6,0.0,1.0,2.2906950449943544
0,dnn,robust_time,7,0.0,1.0,2.2906950449943544
0,dnn,robust_time,8,0.0,1.0,2.2906950449943544
0,dnn,robust_time,9,0.0,1.0,2.2906950449943544
0,dnn,robust_time,10,0.0,1.0,2.2906950449943544
0,dnn,robust_time,11,0.0,1.0,2.2906950449943544
0,dnn,robust_time,12,0.0,1.0,2.2906950449943544
0,dnn,robust_time,13,0.0,1.0,2.2906950449943544
0,dnn,robust_time,14,0.0,1.0,2.2906950449943544
0,dnn,robust_time,15,0.0,1.0,2.2906950449943544
0,dnn,robust_time,16,0.0,1.0,2.2906950449943544
0,dnn,robust_time,17,0.0,1.0,2.2906950449943544
0,dnn,robust_time,18,0.0,1.0,2.2906950449943544
0,dnn,robust_time,19,0.0,1.0,2.2906950449943544
0,dnn,robust_time,20,0.0,1.0,2.2906950449943544
0,dnn,robust_time,21,0.0,1.0,2.2906950449943544
0,dnn,robust_time,22,0.0,1.0,2.2906950449943544
0,dnn,robust_time,23,0.0,1.0,2.2906950449943544
0,dnn,robust_time,24,0.0,1.0,2.2906950449943544
0,dnn,robust_time,25,0.0,1.0,2.2906950449943544
0,dnn,robust_time,26,0.0,1.0,2.2906950449943544
0,dnn,robust_time,27,0.0,1.0,2.2906950449943544
0,dnn,robust_time,28,0.0,1.0,2.2906950449943544
0,dnn,robust_time,29,0.0,1.0,2.2906950449943544
0,dnn,robust_time,30,0.0,1.0,2.2906950449943544
0,dnn,robust_time,31,0.0,1.0,2.2906950449943544
0,dnn,robust_time,32,0.0,1.0,2.2906950449943544
0,dnn,robust_time,33,0.0,1.0,2.2906950449943544
0,dnn,robust_time,34,0.0,1.0,2.2906950449943544
0,dnn,robust_time,35,0.0,1.0,2.2906950449943544
0,dnn,robust_time,36,0.0,1.0,2.2906950449943544
0,dnn,robust_time,37,0.0,1.0,2.2906950449943544
0,dnn,robust_time,38,0.0,1.0,2.2906950449943544
0,dnn,robust_time,39,0.0,1.0,2.2906950449943544
0,dnn,robust_time,40,0.0,1.0,2.2906950449943544
0,dnn,robust_time,41,0.0,1.0,2.2906950449943544
0,dnn,robust_time,42,0.0,1.0,2.2906950449943544
0,dnn,robust_time,43,0.0,1.0,2.2906950449943544
0,dnn,robust_time,44,0.0,1.0,2.2906950449943544
0,dnn,robust_time,45,0.0,1.0,2.2906950449943544
0,dnn,robust_time,46,0.0,1.0,2.2906950449943544
0,dnn,robust_time,47,0.0,1.0,2.2906950449943544
0,dnn,robust_time,48,0.0,1.0,2.2906950449943544
0,dnn,robust_time,49,0.0,1.0,2.2906950449943544
0,dnn,robust_time,50,0.0,1.0,2.2906950449943544
0,dnn,robust_time,51,0.0,1.0,2.2906950449943544
0,dnn,robust_time,52,0.0,1.0,2.2906950449943544
0,dnn,robust_time,53,0.0,1.0,2.2906950449943544
0,dnn,robust_time,54,0.0,1.0,2.2906950449943544
0,dnn,robust_time,55,0.0,1.0,2.2906950449943544
0,dnn,robust_time,56,0.0,1.0,2.2906950449943544
0,dnn,robust_time,57,0.0,1.0,2.2906950449943544
0,dnn,robust_time,58,0.0,1.0,2.2906950449943544
