run_id,classifier,type,timestep,variance,recourse,cost
0,logistic,robust_time,0,0.0,1.0,2.3054054186344146
0,logistic,robust_time,1,0.0,1.0,2.3054054186344146
0,logistic,robust_time,2,0.0,1.0,2.3054054186344146
0,logistic,robust_time,3,0.0,1.0,2.3054054186344146
0,logistic,robust_time,4,0.0,1.0,2.3054054186344146
0,logistic,robust_time,5,0.0,1.0,2.3054054186344146
0,logistic,robust_time,6,0.0,1.0,2.3054054186344146
0,logistic,robust_time,7,0.0,1.0,2.3054054186344146
0,logistic,robust_time,8,0.0,1.0,2.3054054186344146
0,logistic,robust_time,9,0.0,1.0,2.3054054186344146
0,logistic,robust_time,10,0.0,1.0,2.3054054186344146
0,logistic,robust_time,11,0.0,1.0,2.3054054186344146
0,logistic,robust_time,12,0.0,1.0,2.3054054186344146
0,logistic,robust_time,13,0.0,1.0,2.3054054186344146
0,logistic,robust_time,14,0.0,1.0,2.3054054186344146
0,logistic,robust_time,15,0.0,1.0,2.3054054186344146
0,logistic,robust_time,16,0.0,1.0,2.3054054186344146
0,logistic,robust_time,17,0.0,1.0,2.3054054186344146
0,logistic,robust_time,18,0.0,1.0,2.3054054186344146
0,logistic,robust_time,19,0.0,1.0,2.3054054186344146
0,logistic,robust_time,20,0.0,1.0,2.3054054186344146
0,logistic,robust_time,21,0.0,1.0,2.3054054186344146
0,logistic,robust_time,22,0.0,1.0,2.3054054186344146
0,logistic,robust_time,23,0.0,1.0,2.3054054186344146
0,logistic,robust_time,24,0.0,1.0,2.3054054186344146
0,logistic,robust_time,25,0.0,1.0,2.3054054186344146
0,logistic,robust_time,26,0.0,1.0,2.3054054186344146
0,logistic,robust_time,27,0.0,1.0,2.3054054186344146
0,logistic,robust_time,28,0.0,1.0,2.3054054186344146
0,logistic,robust_time,29,0.0,1.0,2.3054054186344146
0,logistic,robust_time,30,0.0,1.0,2.3054054186344146
0,logistic,robust_time,31,0.0,1.0,2.3054054186344146
0,logistic,robust_time,32,0.0,1.0,2.3054054186344146
0,logistic,robust_time,33,0.0,1.0,2.3054054186344146
0,logistic,robust_time,34,0.0,1.0,2.3054054186344146
0,logistic,robust_time,35,0.0,1.0,2.3054054186344146
0,logistic,robust_time,36,0.0,1.0,2.3054054186344146
0,logistic,robust_time,37,0.0,1.0,2.3054054186344146
0,logistic,robust_time,38,0.0,1.0,2.3054054186344146
0,logistic,robust_time,39,0.0,1.0,2.3054054186344146
0,logistic,robust_time,40,0.0,1.0,2.3054054186344146
0,logistic,robust_time,41,0.0,1.0,2.3054054186344146
0,logistic,robust_time,42,0.0,1.0,2.3054054186344146
0,logistic,robust_time,43,0.0,1.0,2.3054054186344146
0,logistic,robust_time,44,0.0,1.0,2.3054054186344146
0,logistic,robust_time,45,0.0,1.0,2.3054054186344146
0,logistic,robust_time,46,0.0,1.0,2.3054054186344146
0,logistic,robust_time,47,0.0,1.0,2.3054054186344146
0,logistic,robust_time,48,0.0,1.0,2.3054054186344146
0,logistic,robust_time,49,0.0,1.0,2.3054054186344146
0,logistic,robust_time,50,0.0,1.0,2.3054054186344146
0,logistic,robust_time,51,0.0,1.0,2.3054054186344146
0,logistic,robust_time,52,0.0,1.0,2.3054054186344146
0,logistic,robust_time,53,0.0,1.0,2.3054054186344146
0,logistic,robust_time,54,0.0,1.0,2.3054054186344146
0,logistic,robust_time,55,0.0,1.0,2.3054054186344146
0,logistic,robust_time,56,0.0,1.0,2.3054054186344146
0,logistic,robust_time,57,0.0,1.0,2.3054054186344146
0,logistic,robust_time,58,0.0,1.0,2.3054054186344146
0,logistic,robust_time,59,0.0,1.0,2.3054054186344146
0,logistic,robust_time,60,0.0,1.0,2.3054054186344146
0,logistic,robust_time,61,0.0,1.0,2.3054054186344146
0,logistic,robust_time,62,0.0,1.0,2.3054054186344146
0,logistic,robust_time,63,0.0,1.0,2.3054054186344146
0,logistic,robust_time,64,0.0,1.0,2.3054054186344146
0,logistic,robust_time,65,0.0,1.0,2.3054054186344146
0,logistic,robust_time,66,0.0,1.0,2.3054054186344146
0,logistic,robust_time,67,0.0,1.0,2.3054054186344146
0,logistic,robust_time,68,0.0,1.0,2.3054054186344146
0,logistic,robust_time,69,0.0,1.0,2.3054054186344146
0,logistic,robust_time,70,0.0,1.0,2.3054054186344146
0,logistic,robust_time,71,0.0,1.0,2.3054054186344146
0,logistic,robust_time,72,0.0,1.0,2.3054054186344146
0,logistic,robust_time,73,0.0,1.0,2.3054054186344146
0,logistic,robust_time,74,0.0,1.0,2.3054054186344146
0,logistic,robust_time,75,0.0,1.0,2.3054054186344146
0,logistic,robust_time,76,0.0,1.0,2.3054054186344146
0,logistic,robust_time,77,0.0,1.0,2.3054054186344146
0,logistic,robust_time,78,0.0,1.0,2.3054054186344146
0,logistic,robust_time,79,0.0,1.0,2.3054054186344146
0,logistic,robust_time,80,0.0,1.0,2.3054054186344146
0,logistic,robust_time,81,0.0,1.0,2.3054054186344146
0,logistic,robust_time,82,0.0,1.0,2.3054054186344146
0,logistic,robust_time,83,0.0,1.0,2.3054054186344146
0,logistic,robust_time,84,0.0,1.0,2.3054054186344146
0,logistic,robust_time,85,0.0,1.0,2.3054054186344146
0,logistic,robust_time,86,0.0,1.0,2.3054054186344146
0,logistic,robust_time,87,0.0,1.0,2.3054054186344146
0,logistic,robust_time,88,0.0,1.0,2.3054054186344146
0,logistic,robust_time,89,0.0,1.0,2.3054054186344146
0,logistic,robust_time,90,0.0,1.0,2.3054054186344146
0,logistic,robust_time,91,0.0,1.0,2.3054054186344146
0,logistic,robust_time,92,0.0,1.0,2.3054054186344146
0,logistic,robust_time,93,0.0,1.0,2.3054054186344146
0,logistic,robust_time,94,0.0,1.0,2.3054054186344146
0,logistic,robust_time,95,0.0,1.0,2.3054054186344146
0,logistic,robust_time,96,0.0,1.0,2.3054054186344146
0,logistic,robust_time,97,0.0,1.0,2.3054054186344146
0,logistic,robust_time,98,0.0,1.0,2.3054054186344146
0,logistic,robust_time,99,0.0,1.0,2.3054054186344146
0,logistic,robust_time,0,0.1,1.0,1.8016354835033417
0,logistic,robust_time,1,0.1,0.952,1.8198525717779368
0,logistic,robust_time,2,0.1,0.988,1.8064509627186818
0,logistic,robust_time,3,0.1,0.992,1.8039040760167184
0,logistic,robust_time,4,0.1,1.0,1.8016354835033417
0,logistic,robust_time,5,0.1,1.0,1.8016354835033417
0,logistic,robust_time,6,0.1,0.996,1.8048439961839393
0,logistic,robust_time,7,0.1,1.0,1.8016354835033417
0,logistic,robust_time,8,0.1,0.996,1.8040611186180728
0,logistic,robust_time,9,0.1,1.0,1.8016354835033417
0,logistic,robust_time,10,0.1,1.0,1.8016354835033417
0,logistic,robust_time,11,0.1,0.992,1.8031117034054571
0,logistic,robust_time,12,0.1,0.996,1.8072765523410705
0,logistic,robust_time,13,0.1,0.996,1.8056495670812676
0,logistic,robust_time,14,0.1,1.0,1.8016354835033417
0,logistic,robust_time,15,0.1,1.0,1.8016354835033417
0,logistic,robust_time,16,0.1,1.0,1.8016354835033417
0,logistic,robust_time,17,0.1,1.0,1.8016354835033417
0,logistic,robust_time,18,0.1,0.992,1.809764301043845
0,logistic,robust_time,19,0.1,0.996,1.8080677741382973
0,logistic,robust_time,20,0.1,0.992,1.811314326080103
0,logistic,robust_time,21,0.1,0.996,1.8080677741382973
0,logistic,robust_time,22,0.1,0.996,1.8080677741382973
0,logistic,robust_time,23,0.1,0.992,1.812937269708322
0,logistic,robust_time,24,0.1,0.992,1.8065048934471222
0,logistic,robust_time,25,0.1,0.996,1.8080677738989213
0,logistic,robust_time,26,0.1,0.996,1.8080677738989213
0,logistic,robust_time,27,0.1,0.992,1.8121247134742238
0,logistic,robust_time,28,0.1,0.992,1.8089889953093183
0,logistic,robust_time,29,0.1,0.996,1.8072765523410705
0,logistic,robust_time,30,0.1,0.992,1.8081852744423574
0,logistic,robust_time,31,0.1,1.0,1.8016354835033417
0,logistic,robust_time,32,0.1,1.0,1.8016354835033417
0,logistic,robust_time,33,0.1,1.0,1.8016354835033417
0,logistic,robust_time,34,0.1,0.996,1.8072765523410705
0,logistic,robust_time,35,0.1,0.996,1.8072765523410705
0,logistic,robust_time,36,0.1,1.0,1.8016354835033417
0,logistic,robust_time,37,0.1,1.0,1.8016354835033417
