run_id,type,timestep,recourse,cost,alpha
0,CFR (robust),0,0.992,5.819964513663323,0.3
0,CFR (robust),1,0.948,5.819964513663323,0.3
0,CFR (robust),2,0.944,5.819964513663323,0.3
0,CFR (robust),3,0.932,5.819964513663323,0.3
0,CFR (robust),4,0.904,5.819964513663323,0.3
0,CFR (robust),5,0.932,5.819964513663323,0.3
0,CFR (robust),6,0.94,5.819964513663323,0.3
0,CFR (robust),7,0.944,5.819964513663323,0.3
0,CFR (robust),8,0.956,5.819964513663323,0.3
0,CFR (robust),9,0.932,5.819964513663323,0.3
0,CFR (robust),10,0.936,5.819964513663323,0.3
0,CFR (robust),11,0.92,5.819964513663323,0.3
0,CFR (robust),12,0.932,5.819964513663323,0.3
0,CFR (robust),13,0.936,5.819964513663323,0.3
0,CFR (robust),14,0.94,5.819964513663323,0.3
0,CFR (robust),15,0.916,5.819964513663323,0.3
0,CFR (robust),16,0.94,5.819964513663323,0.3
0,CFR (robust),17,0.916,5.819964513663323,0.3
0,CFR (robust),18,0.928,5.819964513663323,0.3
0,CFR (robust),19,0.904,5.819964513663323,0.3
0,CFR (robust),20,0.944,5.819964513663323,0.3
0,CFR (robust),21,0.928,5.819964513663323,0.3
0,CFR (robust),22,0.924,5.819964513663323,0.3
0,CFR (robust),23,0.896,5.819964513663323,0.3
0,CFR (robust),24,0.912,5.819964513663323,0.3
0,CFR (robust),25,0.924,5.819964513663323,0.3
0,CFR (robust),26,0.912,5.819964513663323,0.3
0,CFR (robust),27,0.912,5.819964513663323,0.3
0,CFR (robust),28,0.912,5.819964513663323,0.3
0,CFR (robust),29,0.916,5.819964513663323,0.3
0,CFR (robust),30,0.924,5.819964513663323,0.3
0,CFR (robust),31,0.944,5.819964513663323,0.3
0,CFR (robust),32,0.896,5.819964513663323,0.3
0,CFR (robust),33,0.908,5.819964513663323,0.3
0,CFR (robust),34,0.932,5.819964513663323,0.3
0,CFR (robust),35,0.908,5.819964513663323,0.3
0,CFR (robust),36,0.892,5.819964513663323,0.3
0,CFR (robust),37,0.912,5.819964513663323,0.3
0,CFR (robust),38,0.9,5.819964513663323,0.3
0,CFR (robust),39,0.916,5.819964513663323,0.3
0,CFR (robust),40,0.916,5.819964513663323,0.3
0,CFR (robust),41,0.948,5.819964513663323,0.3
0,CFR (robust),42,0.88,5.819964513663323,0.3
0,CFR (robust),43,0.896,5.819964513663323,0.3
0,CFR (robust),44,0.936,5.819964513663323,0.3
0,CFR (robust),45,0.904,5.819964513663323,0.3
0,CFR (robust),46,0.92,5.819964513663323,0.3
0,CFR (robust),47,0.896,5.819964513663323,0.3
0,CFR (robust),48,0.88,5.819964513663323,0.3
0,CFR (robust),49,0.888,5.819964513663323,0.3
0,CFR (robust),50,0.904,5.819964513663323,0.3
0,SPR (robust),0,1.0,5.161286469459534,0.3
0,SPR (robust),1,0.92,5.161286469459534,0.3
0,SPR (robust),2,0.92,5.161286469459534,0.3
0,SPR (robust),3,0.924,5.161286469459534,0.3
0,SPR (robust),4,0.892,5.161286469459534,0.3
0,SPR (robust),5,0.924,5.161286469459534,0.3
0,SPR (robust),6,0.928,5.161286469459534,0.3
0,SPR (robust),7,0.928,5.161286469459534,0.3
0,SPR (robust),8,0.936,5.161286469459534,0.3
0,SPR (robust),9,0.92,5.161286469459534,0.3
0,SPR (robust),10,0.932,5.161286469459534,0.3
0,SPR (robust),11,0.916,5.161286469459534,0.3
0,SPR (robust),12,0.892,5.161286469459534,0.3
0,SPR (robust),13,0.92,5.161286469459534,0.3
0,SPR (robust),14,0.944,5.161286469459534,0.3
0,SPR (robust),15,0.888,5.161286469459534,0.3
0,SPR (robust),16,0.912,5.161286469459534,0.3
0,SPR (robust),17,0.916,5.161286469459534,0.3
0,SPR (robust),18,0.92,5.161286469459534,0.3
0,SPR (robust),19,0.884,5.161286469459534,0.3
0,SPR (robust),20,0.932,5.161286469459534,0.3
0,SPR (robust),21,0.912,5.161286469459534,0.3
0,SPR (robust),22,0.908,5.161286469459534,0.3
0,SPR (robust),23,0.896,5.161286469459534,0.3
0,SPR (robust),24,0.884,5.161286469459534,0.3
0,SPR (robust),25,0.916,5.161286469459534,0.3
0,SPR (robust),26,0.904,5.161286469459534,0.3
0,SPR (robust),27,0.892,5.161286469459534,0.3
0,SPR (robust),28,0.896,5.161286469459534,0.3
0,SPR (robust),29,0.892,5.161286469459534,0.3
0,SPR (robust),30,0.912,5.161286469459534,0.3
0,SPR (robust),31,0.908,5.161286469459534,0.3
0,SPR (robust),32,0.892,5.161286469459534,0.3
0,SPR (robust),33,0.896,5.161286469459534,0.3
0,SPR (robust),34,0.912,5.161286469459534,0.3
0,SPR (robust),35,0.9,5.161286469459534,0.3
0,SPR (robust),36,0.88,5.161286469459534,0.3
0,SPR (robust),37,0.904,5.161286469459534,0.3
0,SPR (robust),38,0.876,5.161286469459534,0.3
0,SPR (robust),39,0.9,5.161286469459534,0.3
0,SPR (robust),40,0.908,5.161286469459534,0.3
0,SPR (robust),41,0.924,5.161286469459534,0.3
0,SPR (robust),42,0.848,5.161286469459534,0.3
0,SPR (robust),43,0.864,5.161286469459534,0.3
0,SPR (robust),44,0.92,5.161286469459534,0.3
0,SPR (robust),45,0.868,5.161286469459534,0.3
0,SPR (robust),46,0.9,5.161286469459534,0.3
0,SPR (robust),47,0.868,5.161286469459534,0.3
0,SPR (robust),48,0.844,5.161286469459534,0.3
0,SPR (robust),49,0.872,5.161286469459534,0.3
0,SPR (robust),50,0.892,5.161286469459534,0.3
0,IMF (robust),0,0.992,9.739092921057056,0.3
0,IMF (robust),1,0.976,9.739092921057056,0.3
0,IMF (robust),2,0.964,9.739092921057056,0.3
0,IMF (robust),3,0.956,9.739092921057056,0.3
0,IMF (robust),4,0.96,9.739092921057056,0.3
0,IMF (robust),5,0.964,9.739092921057056,0.3
0,IMF (robust),6,0.964,9.739092921057056,0.3
0,IMF (robust),7,0.972,9.739092921057056,0.3
0,IMF (robust),8,0.972,9.739092921057056,0.3
0,IMF (robust),9,0.952,9.739092921057056,0.3
0,IMF (robust),10,0.96,9.739092921057056,0.3
0,IMF (robust),11,0.952,9.739092921057056,0.3
0,IMF (robust),12,0.956,9.739092921057056,0.3
0,IMF (robust),13,0.968,9.739092921057056,0.3
0,IMF (robust),14,0.972,9.739092921057056,0.3
0,IMF (robust),15,0.968,9.739092921057056,0.3
0,IMF (robust),16,0.96,9.739092921057056,0.3
0,IMF (robust),17,0.96,9.739092921057056,0.3
0,IMF (robust),18,0.96,9.739092921057056,0.3
0,IMF (robust),19,0.94,9.739092921057056,0.3
0,IMF (robust),20,0.964,9.739092921057056,0.3
0,IMF (robust),21,0.948,9.739092921057056,0.3
0,IMF (robust),22,0.952,9.739092921057056,0.3
0,IMF (robust),23,0.948,9.739092921057056,0.3
